threshold,accuracy,avg_cost
0.5,0.7355072463768116,0.0
0.55,0.6992753623188406,0.2210144927536232
0.6,0.6702898550724637,0.4927536231884058
0.65,0.6268115942028986,0.7572463768115942
0.7,0.5543478260869565,1.0579710144927537
0.75,0.4891304347826087,1.3768115942028984
0.8,0.42028985507246375,1.684782608695652
0.85,0.37681159420289856,1.7971014492753623
0.9,0.34057971014492755,1.9855072463768115
0.95,0.3333333333333333,2.1159420289855073
1.0,0.2717391304347826,5.0
